food_id,food_name,description,cuisine,meal_type,diet_type,health_goal,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,serving_size,budget,ingredients,allergens,health_score,recommendation_tags
986,prune plums dried,prune plums dried is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,308.0,2.7,81.5,0.5,9.4,0.0,0.011,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
987,cranberries dried,cranberries dried is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,370.0,0.053,98.8,1.6,6.8,78.0,0.037,100 g,Medium,See recipe,None,91,"Low Fat, High Fiber, Heart Healthy"
988,figs dried,figs dried is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,21.0,0.3,5.4,0.008,0.8,4.0,0.091,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
989,longans dried,longans dried is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,5.0,0.027,1.3,0.091,0.0,0.0,0.018,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
990,banana chips,banana chips is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,147.0,0.7,16.5,9.5,2.2,10.0,0.099,100 g,Medium,See recipe,None,91,Heart Healthy
991,lychee dried,lychee dried is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,7.0,0.01,1.8,0.003,0.1,1.7,0.049,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
992,apricot dried,apricot dried is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,17.0,0.2,4.4,0.015,0.5,3.7,0.066,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
993,longan,longan is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,2.0,0.009,0.5,0.076,0.071,0.0,0.0,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
994,mamey sapote,mamey sapote is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Vegan,Maintain Weight,217.0,2.5,56.2,0.8,9.5,35.2,0.008,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
995,waxgourd cooked,waxgourd cooked is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,19.0,0.7,4.3,0.4,1.8,2.1,0.6,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
996,jackfruit,jackfruit is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,33.0,0.6,8.1,0.2,0.5,6.7,0.094,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
997,loquats,loquats is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,9.0,0.09,2.4,0.071,0.3,0.0,0.053,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
998,mammy apple mamey,mammy apple mamey is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,431.0,4.2,105.8,4.2,25.4,0.0,0.1,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
999,nance,nance is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,82.0,0.7,19.0,1.3,8.4,9.3,0.039,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1000,coconut whole coconut,coconut whole coconut is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,3336.0,0.0,0.0,71.5,0.0,0.0,0.0,100 g,Medium,See recipe,Nuts,40,Low Carb
1001,prickly pear,prickly pear is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,42.0,0.8,9.9,0.5,3.7,0.0,0.044,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1002,lychee,lychee is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,6.0,0.024,1.6,0.016,0.1,1.5,0.029,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1003,naranjilla lulo pulp,naranjilla lulo pulp is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,30.0,0.5,7.1,0.3,1.3,4.5,0.044,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1004,coconut meat dried,coconut meat dried is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,187.0,1.9,6.7,18.3,4.6,2.1,0.058,100 g,Medium,See recipe,Nuts,88,Low Carb
1005,waxgourd raw,waxgourd raw is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,17.0,0.5,4.0,0.3,3.8,0.0,0.1,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1006,surinam cherry pitanga,surinam cherry pitanga is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,2.0,0.045,0.5,0.059,0.0,0.0,0.1,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1007,passion fruit,passion fruit is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,17.0,0.4,4.2,0.1,1.9,2.0,0.072,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1008,sapodilla,sapodilla is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,141.0,0.7,33.9,1.9,9.0,0.0,0.08,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1009,pummelo,pummelo is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,48.0,1.0,12.0,0.06,1.3,0.0,0.094,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1010,coconut meat,coconut meat is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,1405.0,13.2,60.5,133.0,35.7,24.7,0.022,100 g,Medium,See recipe,Nuts,40,High Fiber
1011,soursop,soursop is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,149.0,2.3,37.9,0.7,7.4,30.5,0.024,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1012,papaya,papaya is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,62.0,0.7,15.7,0.4,2.5,11.3,0.004,100 g,Medium,See recipe,None,99,"Low Fat, Heart Healthy"
1013,acerola cherry,acerola cherry is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,2.0,0.079,0.4,0.052,0.077,0.0,0.088,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1014,ohelo berries,ohelo berries is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,39.0,0.5,9.6,0.3,0.0,0.0,0.068,100 g,Medium,See recipe,None,98,"Low Fat, Low Carb, Heart Healthy"
1015,loganberries,loganberries is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,81.0,2.2,19.1,0.5,7.8,11.3,0.06,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1016,casaba melon,casaba melon is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,48.0,1.9,11.2,0.2,1.5,9.7,0.057,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1017,durian,durian is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,51.0,0.5,9.5,1.9,1.3,0.0,0.079,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1018,coriander leaves raw,coriander leaves raw is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,4.0,0.3,0.6,0.086,0.4,0.1,0.005,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1019,garden cress raw,garden cress raw is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,3.0,0.2,0.5,0.062,0.063,0.4,0.079,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1020,pasilla peppers dried,pasilla peppers dried is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,24.0,0.9,3.6,1.1,1.9,0.0,0.063,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1021,parsley dried,parsley dried is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,1.0,0.1,0.3,0.096,0.1,0.073,0.058,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1022,ancho pepper dried,ancho pepper dried is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,48.0,2.0,8.7,1.4,3.7,0.0,0.068,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1023,coriander seeds,coriander seeds is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,5.0,0.2,1.0,0.3,0.8,0.0,0.095,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1024,dill weed dried,dill weed dried is a nutritious lunch option that can support muscle gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Muscle Gain,253.0,20.0,55.8,4.4,13.6,0.0,0.2,100 g,Medium,See recipe,None,99,"High Protein, Low Fat, High Fiber, Heart Healthy"
1025,borage,borage is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,19.0,1.6,2.7,0.6,0.0,0.0,0.023,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1026,epazote,epazote is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,0.0,0.059,0.094,0.06,0.051,0.0,0.021,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1027,chives dried,chives dried is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,1.0,0.013,0.1,0.055,0.041,0.0,0.04,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1028,thyme fresh,thyme fresh is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,1.0,0.091,0.2,0.068,0.1,0.0,0.017,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1029,butterbur,butterbur is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Veg,Weight Loss,4.0,0.1,0.5,0.2,0.0,0.0,0.053,100 g,Medium,See recipe,Milk,99,"Low Fat, Low Carb, Heart Healthy"
1030,wasabi root,wasabi root is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,142.0,6.2,30.6,0.8,10.1,0.0,0.02,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1031,rosemary dried,rosemary dried is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,4.0,0.081,0.8,0.2,0.5,0.0,0.048,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1032,ginger root,ginger root is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,2.0,0.068,0.4,0.028,0.058,0.019,0.0,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1033,white pepper,white pepper is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,7.0,0.2,1.6,0.0,0.6,0.0,0.075,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1034,cloves ground,cloves ground is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,6.0,0.1,1.4,0.3,0.7,0.028,0.0,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1035,paprika,paprika is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,19.0,1.0,3.7,0.9,2.4,0.7,0.061,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1036,mace ground,mace ground is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,25.0,0.4,2.7,1.7,1.1,0.0,0.097,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1037,bay leaf,bay leaf is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,2.0,0.086,0.4,0.042,0.2,0.0,0.084,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1038,eppaw,eppaw is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,150.0,4.6,31.7,1.8,0.0,0.0,0.015,100 g,Medium,See recipe,None,95,"Low Fat, Heart Healthy"
1039,tarragon dried,tarragon dried is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,2.0,0.1,0.3,0.047,0.038,0.0,0.012,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1040,ginger ground,ginger ground is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,6.0,0.2,1.3,0.043,0.3,0.067,0.038,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1041,savory ground,savory ground is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,4.0,0.074,1.0,0.029,0.6,0.0,0.055,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1042,black pepper,black pepper is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,6.0,0.2,1.5,0.006,0.6,0.08,0.036,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1043,spearmint fresh,spearmint fresh is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,3.0,0.2,0.5,0.089,0.4,0.0,0.092,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1044,poultry seasoning,poultry seasoning is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,14.0,0.4,2.9,0.3,0.5,0.1,0.063,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1045,nutmeg ground,nutmeg ground is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,12.0,0.1,1.1,0.8,0.5,0.6,0.095,100 g,Medium,See recipe,Nuts,99,"Low Fat, Low Carb, Heart Healthy"
1046,curry powder,curry powder is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,20.0,0.8,3.7,0.9,2.1,0.2,0.004,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1047,peppermint,peppermint is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,1.0,0.038,0.2,0.004,0.1,0.0,0.007,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1048,salt,salt is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,0.0,0.0,0.0,0.0,0.0,0.0,7.0,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1049,coriander leaves dried,coriander leaves dried is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,2.0,0.1,0.3,0.098,0.095,0.045,0.018,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1050,sage ground,sage ground is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,2.0,0.058,0.4,0.046,0.3,0.052,0.083,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1051,garlic powder,garlic powder is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,10.0,0.5,2.3,0.029,0.3,0.068,0.082,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1052,dill weed fresh,dill weed fresh is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,4.0,0.3,0.6,0.063,0.2,0.0,0.017,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1053,cardamom,cardamom is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,6.0,0.2,1.4,0.1,0.6,0.0,0.013,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1054,saffron,saffron is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,2.0,0.071,0.5,0.092,0.002,0.0,0.063,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1055,allspice ground,allspice ground is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,5.0,0.1,1.4,0.2,0.4,0.0,0.001,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1056,parsley fresh,parsley fresh is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,1.0,0.1,0.2,0.078,0.1,0.001,0.056,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1057,oregano dried,oregano dried is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Vegan,Maintain Weight,265.0,9.0,68.9,4.3,42.5,4.1,0.009,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1058,marjoram dried,marjoram dried is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,5.0,0.2,1.0,0.1,0.7,0.077,0.004,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1059,chives raw,chives raw is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,1.0,0.03,0.1,0.088,0.044,0.02,0.099,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1060,fireweed leaves,fireweed leaves is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,24.0,1.1,4.4,0.6,2.4,0.0,0.035,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1061,rosemary fresh,rosemary fresh is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,1.0,0.005,0.1,0.1,0.012,0.0,0.039,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1062,garlic,garlic is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,4.0,0.2,0.9,0.026,0.064,0.043,0.018,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1063,cinnamon ground,cinnamon ground is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,6.0,0.1,2.1,0.044,1.4,0.066,0.022,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1064,chervil dried,chervil dried is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,5.0,0.4,0.9,0.002,0.2,0.0,0.076,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1065,cayenne pepper,cayenne pepper is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,1.0,0.039,0.2,0.094,0.052,0.089,0.059,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1066,turmeric ground,turmeric ground is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,8.0,0.2,1.4,0.2,0.5,0.062,0.064,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1067,mustard,mustard is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,3.0,0.2,0.3,0.2,0.2,0.048,0.015,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1068,chili powder,chili powder is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,8.0,0.4,1.3,0.4,0.9,0.2,0.014,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1069,thyme dried,thyme dried is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Vegan,Maintain Weight,276.0,9.1,63.9,7.4,37.0,1.7,0.016,100 g,Medium,See recipe,None,99,"High Fiber, Heart Healthy"
1070,spearmint dried,spearmint dried is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,1.0,0.094,0.3,0.018,0.1,0.0,0.012,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1071,basil dried,basil dried is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,2.0,0.2,0.3,0.027,0.3,0.054,0.089,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1072,dandelion greens cooked,dandelion greens cooked is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,35.0,2.1,6.7,0.6,3.0,1.7,0.3,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1073,basil fresh,basil fresh is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,2.0,0.2,0.2,0.089,0.1,0.064,0.058,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1074,dock,dock is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,29.0,2.7,4.3,0.9,3.9,0.0,0.025,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1075,garden cress cooked,garden cress cooked is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,31.0,2.6,5.1,0.8,0.9,4.2,0.3,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1076,onion powder,onion powder is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,8.0,0.2,1.9,0.024,0.4,0.2,0.048,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1077,dandelion greens raw,dandelion greens raw is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,25.0,1.5,5.1,0.4,1.9,0.4,0.043,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1078,yokan,yokan is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,36.0,0.5,8.5,0.022,0.0,0.0,0.05,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1079,fava beans cooked,fava beans cooked is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,187.0,12.9,33.4,0.7,9.2,3.1,0.081,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1080,french beans raw,french beans raw is a lunch food suitable for muscle gain.,Continental,Lunch,Vegan,Muscle Gain,631.0,34.6,118.0,3.7,46.4,0.0,0.069,100 g,Medium,See recipe,None,99,"High Protein, Low Fat, High Fiber, Heart Healthy"
1081,chickpeas canned,chickpeas canned is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,352.0,17.8,57.0,7.0,0.0,0.0,0.6,100 g,Medium,See recipe,None,92,Heart Healthy
1082,yellow beans cooked,yellow beans cooked is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,255.0,16.2,44.7,1.9,18.4,0.0,0.086,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1083,mung beans cooked,mung beans cooked is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,212.0,14.2,38.7,0.8,15.4,4.0,0.083,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1084,white beans canned,white beans canned is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,299.0,19.0,55.5,0.8,12.6,0.8,0.079,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1085,pink beans cooked,pink beans cooked is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,252.0,15.3,47.2,0.8,9.0,0.6,0.075,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1086,pink beans raw,pink beans raw is a nutritious lunch option that can support muscle gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Muscle Gain,720.0,44.0,134.8,2.4,26.7,4.5,0.057,100 g,Medium,See recipe,None,99,"High Protein, Low Fat, High Fiber, Heart Healthy"
1087,navy beans raw,navy beans raw is a nutritious lunch option that can support muscle gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Muscle Gain,701.0,46.4,126.4,3.1,50.8,8.1,0.059,100 g,Medium,See recipe,None,99,"High Protein, Low Fat, High Fiber, Heart Healthy"
1088,snap beans cooked,snap beans cooked is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,44.0,2.4,9.9,0.4,4.0,1.9,0.086,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1089,black eyed cowpeas raw,black eyed cowpeas raw is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,131.0,4.3,27.3,0.5,7.3,4.4,0.048,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1090,edamame cooked,edamame cooked is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Vegan,Maintain Weight,189.0,18.5,13.8,8.1,8.1,3.4,0.034,100 g,Medium,See recipe,None,99,"Low Carb, High Fiber, Heart Healthy"
1091,black eyed cowpeas cooked,black eyed cowpeas cooked is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,160.0,5.2,33.5,0.6,8.3,5.3,0.036,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1092,hyacinth beans cooked,hyacinth beans cooked is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,227.0,15.8,40.2,1.1,0.0,0.0,0.0,100 g,Medium,See recipe,None,99,"Low Fat, Heart Healthy"
